,RANK,POINTS,FS,W1SP,W2SP,WSP,WRP,TPW,TMW,ACES,DF,BP,COMPLETE,SERVEADV,winner,player1,player2
15,-142.0,1003.0,0.07074829931972793,-0.13424866514111367,0.08359456635318707,-0.05804988662131516,0.04161566707466341,0.0,1.0,-0.15625,-0.0,-0.2142857142857143,0.007318406758868384,-0.01643421954665175,0,Mischa Zverev,Michael Mmoh
16,-28.0,463.0,-0.08778477157572517,0.025657672971558076,-0.019391186842933728,-0.009188772658880073,0.02256163313010684,-0.014903912851563339,1.0,0.09060039498686218,0.017124654129285613,0.05446275946275936,0.010133634372410855,0.013372860471226766,1,Alexandr Dolgopolov,Horacio Zeballos
17,-55.0,1340.0,-0.08042773561740713,0.17766666389420838,0.14563653456910264,0.14390057878051732,0.060474568665480066,0.004601719322840925,-1.0,0.3290556686350198,0.045855019833095645,0.12111111111111106,0.09343015251508827,0.20437514744599738,1,Nick Kyrgios,Matthew Ebden
18,-8.0,148.0,-0.06863504091078565,-0.005422838164991783,0.04641310216366651,-0.01266290082507171,-0.027368653157099965,0.008127895039166222,1.0,0.05559296543235917,0.018774282222498592,0.03135904499540865,-0.02636816947903195,-0.040031553982171675,1,Kyle Edmund,Hyeon Chung
19,-125.0,4714.0,0.019245235687596618,0.16369415223541428,0.05404536329832904,0.12212712829932693,0.042535124755409326,0.022429781646980063,-1.0,0.24178002987984057,0.13085590076370257,0.1240800593741771,0.07116931724503214,0.16466225305473625,1,Grigor Dimitrov,John Millman
20,-16.0,201.0,-0.07105748811765844,-0.03634089343345648,-0.003173932013786185,-0.04542133170391949,0.026557497750336,-0.011314555496219736,-1.0,0.040335705623553264,0.07127304729313219,0.055304325304325164,0.004402559003549689,-0.018863833953583486,1,Ryan Harrison,Denis Istomin
21,-33.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Michael Mmoh,Alex De Minaur
22,-17.0,779.0,0.08567600530854547,0.07101605965334556,0.0592169871960444,0.08907560547699012,0.05149184144882901,0.04607006320878415,1.0,0.2500156214938364,0.0634445405274434,0.21442841346687502,0.06986764693368902,0.14056744692581913,1,Nick Kyrgios,Alexandr Dolgopolov
23,-47.0,4158.0,0.020611563682832124,0.03985455181419528,-0.019659190852598818,0.018244677546894517,0.02580490900818,0.000721603769089918,1.0,0.1130548621573425,0.04544207672302071,0.11277888777888784,0.02552202405568635,0.044049586555074516,1,Grigor Dimitrov,Kyle Edmund
24,-161.0,765.0,-0.01828951010910118,0.17597167071956998,0.07056277056277055,0.12853858692273112,0.07289055900815405,0.0,-1.0,0.21002387306735132,-0.02258932693715303,-0.2329059829059829,0.097282837640609,0.20142914593088518,1,Ryan Harrison,Alex De Minaur
25,-18.0,3140.0,0.007928847254197402,-0.00199678197425035,-0.06309408595156807,-0.02783711964431912,0.05209990639270573,0.005432998709314685,1.0,-0.1589118538158627,0.0017670738417819576,0.13140609390609392,0.0278183383137387,0.02426278674838661,0,Grigor Dimitrov,Nick Kyrgios
26,-26.0,1000.0,0.032975109065114805,0.06197401454350415,0.05365717817517979,0.06216469374765354,-0.003245668006579383,0.013813132550890783,1.0,0.2763832804161951,0.03135329066724521,-0.045798813980632236,0.015490164174926241,0.05891902574107416,1,Nick Kyrgios,Ryan Harrison
27,-38.0,1614.0,0.0686160716513956,-0.04134720679353199,-0.05753903318462289,-0.0300678548675275,0.0473387076989058,-0.00346685444311734,1.0,-0.09275967797360182,-0.02627647869195747,-0.16667471417471413,0.013234619748039383,0.017270852831378303,0,Pablo Carreno Busta,Borna Coric
28,-14.0,125.0,-0.022544444127935992,-0.0030851718105388004,0.01922095640010657,0.0009311124046583741,-0.013408532703282627,0.0881580978848232,-1.0,0.02497102450408341,-0.04776536117088581,0.1303794244970714,-0.008216282329198438,-0.012477420298624253,1,Nikoloz Basilashvili,Thomas Fabbiano
29,-43.0,578.0,-0.07360067725813924,0.11472506681484995,0.1765812755206012,0.1251619860477946,-0.018312164348746884,8.396799533016974e-05,-1.0,0.06158580413297396,0.02368548228776629,0.23186469032057272,0.04136916933450857,0.10684982169904772,1,Andrey Rublev,Cedrik Marcel Stebe
30,-32.0,540.0,0.06427512669323221,0.04917663981134479,-0.010648459619725825,0.04366649714749227,0.004185701461925595,0.018257756818471416,-1.0,0.0829206156380519,0.056165301496652165,0.05661543317793316,0.02013545775395914,0.04785219860941786,1,Fernando Verdasco,Dudi Sela
31,-41.0,1071.0,-0.015785250847496712,-0.05919515116059315,-0.002096214802082219,-0.03654596560209955,0.008804167301483867,0.015586776848565242,1.0,-0.08432874482692551,0.02607305601972161,-0.12241647241647247,-0.013377153588160606,-0.027741798300615683,0,Albert Ramos,Guido Pella
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Jabor Al Mutawa,Stefano Travaglia
33,-313.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1,Mirza Basic,Andreas Haider Maurer
34,-34.0,581.0,0.00534940831025521,0.04352039719229239,0.16662661956779612,0.10745561442377516,0.006542562714405398,0.0,-1.0,0.2694135431132335,-0.13399504520247554,0.07388167388167388,0.045311552653048454,0.11399817713818056,1,Feliciano Lopez,Guillermo Garcia Lopez
35,-26.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Filip Krajinovic,Peter Gojowczyk
36,-80.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Viktor Troicki,Matteo Berrettini
37,-3.0,80.0,-0.09836379261297501,-0.04592196801971504,0.01745892025346263,-0.04188270963550722,-0.10029319440460216,-0.11760476431600675,1.0,-0.09487921564159954,0.035763209337770746,0.14548434657130316,-0.08737092959723572,-0.14217590404010938,0,Paolo Lorenzi,Gael Monfils
38,-34.0,1197.0,0.03730060760082998,0.017590083163870784,0.0503398048125111,0.03691844977946124,-0.0053205977570664476,0.00479324232042877,1.0,-0.10569630419594978,-0.050406245014465986,0.08931928114620435,0.007388188697079717,0.03159785202239479,0,Tomas Berdych,Jan Lennard Struff
39,-52.0,727.0,-0.03418175659029321,0.036806370668860056,0.040085126609627486,0.023067565902931797,0.11008656905227188,0.0,1.0,0.10044642857142858,-0.03075396825396827,-0.36850649350649356,0.08150713241395588,0.13315413495520367,1,Richard Gasquet,Victor Estrella
40,-22.0,112.0,0.008984628843544229,-0.05980153691859835,0.14909987447463724,0.030643577129666033,0.01829336791014624,0.08344199462620522,1.0,-0.22709404460539653,-0.02192639277933397,-0.10838080048606363,0.024712162829770817,0.048936945039812274,0,Florian Mayer,Stefanos Tsitsipas
41,-49.0,413.0,0.08844033701929,0.021888486113908034,0.08877363160988899,0.0818073576060645,0.040767144736067795,0.024155796629817816,-1.0,0.1324287125917561,-0.0678946556663948,-0.12335858585858572,0.0611613620826654,0.1225745023421323,1,Aljaz Bedene,Malek Jaziri
42,-67.0,3311.0,0.04284285101169172,0.03520597518423596,-0.04333188097656793,0.014049790918715499,0.008447327347435751,0.0,-1.0,0.10854923213101142,0.03613204030061275,0.3488768638768639,0.008277393953588091,0.02249711826615125,1,Dominic Thiem,Evgeny Donskoy
43,-11.0,175.0,-0.01209263868265431,0.06328917539618018,0.05457015345982846,0.06107742682428219,-0.01611727403199409,0.015203671581221934,-1.0,0.10498142279195878,-0.039332449066381184,-0.05672778202189965,0.007281752675230763,0.0449601527922881,1,Borna Coric,Nikoloz Basilashvili
