,WRP1
1073,0.34599329998392797
1074,0.3732107727074909
1075,0.40478467219168435
1076,0.3667392275142473
1077,0.3751434056956977
1078,0.4115594361528733
1079,
1080,0.348570317518579
1081,0.3479355361544474
1082,0.3574157531883627
1083,0.3706707314616974
1084,0.44920962884424265
1085,0.31523820783899315
1086,0.3681565573192041
1087,0.33736238254293005
1088,0.4555172413793103
1089,0.3975767982489563
1090,0.45714285714285713
1091,0.3437692734518197
1092,0.3603501551275042
1093,0.349338375186434
1094,0.41943738400182995
1095,0.39825079279982734
1096,0.14285714285714285
1097,0.40395846852693057
1098,0.3637309117665489
1099,0.3993837144099616
1100,0.23094438223217617
1101,0.2862276851348582
1102,0.3110780388891319
1103,0.34126349748702245
1104,0.37858469104905645
1105,
1106,
1107,0.37081952170217564
1108,0.35834210583573767
1109,0.36930251538305353
1110,0.3492519553640097
1111,0.3425801676181736
1112,0.3399493654907084
1113,0.40522659370883146
1114,0.3559826480079781
1115,0.3053780128820458
1116,0.36941767384645774
1117,0.36369923716744307
1118,0.373249007936508
1119,0.3365322094669921
1120,0.38726363661387203
1121,0.4401701083074225
1122,0.20174081237911023
1123,0.2708333333333333
1124,0.4036697247706422
1125,0.3697474686766308
1126,0.42111452220813766
1127,0.35682550682250247
1128,0.33330946029798036
1129,0.3469223738229835
1130,0.2990909090909091
1131,0.3572738107947574
1132,0.3495555466808239
1133,
1134,0.41980770293012876
1135,
1136,0.3375
1137,0.353086330281396
1138,0.2741496619078954
1139,0.4393939393939394
1140,0.33497442455242965
1141,0.3303598108103566
1142,0.38945453901670274
1143,0.31878746929963814
1144,0.3553376357724184
1145,
1146,0.3793422952957051
1147,0.30955345423622277
1148,0.47179298051509
1149,0.36538461538461536
1150,0.40315315315315314
1151,0.371016214504076
1152,0.3909022419660717
1153,0.4617553474469805
1154,
1155,
1156,
1157,0.4014688520036113
1158,0.3873462087201007
1159,0.3201582371813788
1160,0.34614316204182416
1161,0.31832401131261234
1162,0.4036757880501269
1163,0.3143933630263634
1164,
1165,0.4349386724386724
1166,0.36122250403057177
1167,0.40607233384729585
1168,
1169,0.2628093628197253
1170,0.40750641970674
1171,
1172,0.38095238095238093
1173,0.4382969961080308
1174,0.36269356499571137
1175,0.3563804320673289
1176,
1177,0.4057191900329155
1178,0.3470037492106705
1179,0.32647746989852255
1180,0.337640977443609
1181,0.4601265619293861
1182,0.3484514950480015
1183,
1184,
1185,0.30631843959120636
1186,0.2640106887415092
1187,0.3202950810669293
1188,0.36633663366336633
1189,0.2803738317757009
1190,0.3428730748624395
1191,0.3383928497506932
1192,
1193,0.4142243384379961
1194,0.2459016393442623
1195,0.4274332638141707
1196,0.43025362318840576
1197,0.4189189189189189
1198,0.44036866692529086
1199,0.3339957008018885
1200,0.29765117281332604
1201,0.31829589118689855
1202,0.34570457168374596
1203,0.38401863590877144
1204,0.40369231106891595
1205,0.3533272028045184
1206,0.3315046209563702
1207,0.3479704233850975
1208,0.4244149272612271
1209,0.40912775168094323
1210,0.4228316556775707
1211,0.3143519456729418
1212,0.3318322248038057
1213,0.4617591403305689
1214,0.32669983416252074
1215,
1216,0.4274905422446406
1217,0.4643758098135316
1218,0.2986357450361437
1219,0.3881352465869994
1220,0.30641838805726457
1221,0.43420291107885306
1222,0.27472527472527475
1223,0.26131449571615084
1224,0.3499890420263818
1225,0.40000018168947565
1226,0.3621098277768471
1227,
1228,0.423728813559322
1229,0.4339009314712639
1230,0.4217458017340078
1231,0.36582227556958014
1232,0.39714719040063856
1233,0.34277495547932474
1234,0.3449771732700855
1235,0.34925112320333657
1236,0.3528569086436758
1237,0.38066273359340913
1238,0.35048081204702547
1239,0.3963245144110031
1240,0.4264525610798236
1241,0.43730747143629545
1242,0.41323238474405566
1243,0.3166993927513807
1244,0.3760297981525814
1245,0.44471614760807465
1246,0.408315088162759
1247,0.3668797227427165
1248,0.3354947039734356
1249,0.3739099523531266
1250,0.37891117175581707
1251,0.47005792217208736
1252,0.3560457028067172
1253,0.4308210126535849
1254,0.4250115174464833
1255,0.3178261569611263
1256,0.4493799446400083
1257,0.4043069234013335
1258,0.3712678397105162
1259,0.46969492740592594
1260,0.4537965375168219
1261,0.31404269975853744
1262,0.24688426677648995
1263,0.2842851714075692
1264,0.32577394620305067
1265,0.2592106452649278
1266,0.30310886560705286
1267,0.365753003069686
1268,0.4591361065498996
1269,0.31382387171860854
1270,0.2572282008505839
1271,0.40994623655913975
1272,0.36923617906066536
1273,0.3268142430188168
1274,0.30671052662665327
1275,0.3841235019021911
1276,0.3628427757056005
1277,
1278,0.3510332791429278
1279,0.3271478492066728
1280,0.18517267267267268
1281,0.3733702158207436
1282,0.3433284616452504
1283,
1284,
1285,
1286,0.35594273132197624
1287,0.4325525552437231
1288,0.38504959845296993
1289,0.32318669218125884
1290,0.3655494364360397
1291,0.3331945980813974
1292,0.3201008681519052
1293,0.3505763962240984
1294,0.30563380281690145
1295,0.3378626928626929
1296,0.32219242471524423
1297,0.3877405449608441
1298,0.3317977257445013
1299,0.34907864554400814
1300,0.36863895521559015
1301,0.35558652469887403
1302,0.4098360655737705
1303,0.32773108069954804
1304,0.3595505617977528
1305,0.3255481144764292
1306,
1307,0.3981207594400997
1308,0.31230149634070137
1309,0.2625887295378821
1310,0.3455945468911553
1311,0.34511100713260734
1312,0.36890952882180716
1313,0.3314456649055034
1314,
1315,0.38315377965845954
1316,0.4366493617357974
1317,0.3673315281198495
1318,0.42420662594343383
1319,0.3297452129538592
1320,0.3808398190309205
1321,0.34554594803244093
1322,0.38858488543903735
1323,0.3697850183848198
1324,0.3838365495141565
1325,0.4055528641611856
1326,0.4255404739581172
1327,0.36424074723919897
1328,0.3757230651567179
1329,0.3734799178721285
1330,0.39933776369964225
1331,0.3832362928866011
1332,0.31664730540302605
1333,0.36863895521559015
1334,0.3668797227427165
1335,0.37919543967445973
1336,0.37953172953172953
1337,0.39068398583936625
1338,0.4655257430083052
1339,0.2957405153672758
1340,0.4190088265596883
1341,0.3767745556376383
1342,0.4163951802115939
1343,0.267593647380181
1344,0.343962918106318
1345,0.397707778672957
1346,0.31007022029438536
1347,0.40350884221331634
1348,0.32617371921422783
1349,0.29699039295252944
1350,0.39252857311582845
1351,0.40819729732857185
1352,0.3201008681519052
