,RANK,FS,W1SP,W2SP,WSP,WRP,TPW,TMW,ACES,DF,BP,COMPLETE,SERVEADV,winner,player1,player2
42,-36.0,-0.10154015401540151,-0.022627490712597065,0.005507955936352449,-0.028822882288228824,0.0,-0.04712041884816753,-1.0,0.0967741935483871,0.03225806451612903,-0.4047619047619048,0.0,0.0,0,Gastao Elias,Jozef Kovalik
43,-17.0,0.0029021558872305286,-0.13599595551061672,-0.0032051282051282493,-0.08768656716417911,-0.044648246852637415,-0.09352517985611519,-1.0,-0.3333333333333333,-0.05555555555555555,-0.15000000000000002,-0.05274333717259691,-0.05274333717259691,0,Thiago Monteiro,Daniil Medvedev
44,-33.0,0.009803921568627472,0.3621052631578947,0.3238866396761133,0.3446852425180599,0.034407145737426086,0.3258426966292134,0.0,0.2,0.13333333333333333,-0.4,0.14791226408538746,0.14791226408538746,1,Yen Hsun Lu,Radu Albot
45,-245.0,0.01602564102564108,0.30000000000000004,0.3571428571428571,0.3205128205128205,0.0,0.28735632183908044,1.0,-0.17647058823529413,0.0,0.0,0.0,0.0,1,Steve Darcis,Nikola Mektic
46,-19.0,-0.17047335319430645,-0.1915708812260537,-0.28991596638655465,-0.2621648460774579,0.01713585788941341,-0.25454545454545463,-1.0,-0.0625,0.25,-0.5,-0.0865888331988201,-0.0865888331988201,0,Damir Dzumhur,Dudi Sela
47,-56.0,0.12912963273520045,-0.2881944444444444,-0.0,-0.12124769411370118,-0.05375359003163477,-0.10256410256410264,-1.0,-0.19047619047619047,-0.09523809523809523,-0.0714285714285714,-0.07259863641188266,-0.07259863641188266,0,Borna Coric,Hyeon Chung
48,-38.0,-0.21449444769140852,0.1740890688259109,0.15606060606060607,0.10812390414962014,0.0198276508024936,0.11111111111111116,1.0,-0.2631578947368421,-0.05263157894736842,0.0,0.04833494485781392,0.04833494485781392,1,Benoit Paire,Konstantin Kravchuk
49,-247.0,-0.10858585858585856,-0.3646723646723647,-0.4058823529411764,-0.39646464646464635,-0.16666666666666669,-0.375,-1.0,0.14285714285714285,0.07142857142857142,-0.5,-0.2685456717714782,-0.2685456717714782,0,Ramkumar Ramanathan,Yuki Bhambri
50,-31.0,-0.004477134633834368,-0.002457002457002422,-0.23636363636363633,-0.0911416693316277,-0.04534390023420504,-0.1071428571428572,-1.0,-0.2777777777777778,-0.1111111111111111,-0.6,-0.059111549855202256,-0.059111549855202256,0,Guillermo Garcia Lopez,Aljaz Bedene
51,-135.0,0.06370023419203752,0.04694167852062592,0.19791666666666663,0.12341920374707249,0.0,0.0992366412213741,1.0,-0.2631578947368421,-0.21052631578947367,0.25,0.0,0.0,1,Mikhail Youzhny,Saketh Myneni
52,-142.0,-0.1891304347826086,0.13190730837789666,0.2222222222222222,0.12681159420289867,0.001823995237112852,0.10077519379844957,1.0,0.19047619047619047,-0.047619047619047616,0.0,0.04385124227194906,0.04385124227194906,1,Renzo Olivo,Casper Ruud
53,-5.0,0.14974089777239386,-0.10751879699248112,0.07313829787234044,-0.026179419880207222,0.06687311468458429,-0.016393442622950838,-1.0,-0.2777777777777778,-0.05555555555555555,0.25,0.03208557311083898,0.03208557311083898,0,Dusan Lajovic,Rogerio Dutra Silva
54,-1.0,-0.12294372294372291,0.0964556962025317,-0.14231499051233398,-0.008874458874458813,0.04205962361060245,-0.05154639175257736,-1.0,0.1935483870967742,0.03225806451612903,-0.4642857142857143,0.023994780608080912,0.023994780608080912,0,Andy Murray,Novak Djokovic
